,PM2.5,PM10,NO,NO2,NH3,CO,SO2,O3,AQI,kfold
0,57.46,82.99,9.3,10.02,11.94,0.63,6.57,72.78333333333332,111.0,0
1,53.13,117.3,29.06,107.86,11.496666666666668,29.06,30.43,43.43,465.0,0
2,12.88,33.71,7.04,15.24,4.9,0.17,4.33,54.45,86.0,0
3,55.67,157.47,7.5,43.21,15.07,0.59,13.22,35.28,128.0,0
4,15.12,33.42333333333333,4.35,14.96,35.77,1.13,5.12,109.66,67.0,0
5,162.51,72.17666666666668,19.1,34.31,10.056666666666667,1.8,6.14,41.41,328.0,0
6,248.51,149.93666666666667,40.06,61.89,61.3,1.01,14.7,31.43,403.0,0
7,33.09,37.68,7.63,9.07,3.16,1.71,9.8,22.04,94.0,0
8,52.61,100.26,4.09,25.06,32.17,0.89,14.62,58.4,114.0,0
9,82.34,214.76,7.21,7.13,9.663333333333334,0.26,25.49,34.34,189.0,0
10,26.64,57.84,6.44,19.09,18.67,0.51,5.22,28.01,85.0,0
11,28.76,82.4,10.36,17.58,10.72,0.74,3.45,9.65,77.0,0
12,14.63,49.77,8.41,13.14,6.68,0.21,12.8,30.67,60.0,0
13,178.2,348.94,52.9,35.31,34.20333333333333,0.65,9.3,23.87,285.0,0
14,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,0
15,33.39,59.66,8.43,17.54,13.72,0.72,10.47,37.38,74.0,0
16,38.89,43.48333333333333,2.17,26.34,11.696666666666667,1.62,3.38,30.99,67.0,0
17,128.78,378.89,79.63,69.77,35.25,1.98,22.77,40.32,310.0,0
18,53.91,108.89,11.11,98.4,21.336666666666662,11.11,142.7,46.08,411.0,0
19,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
20,40.35,77.07,0.8,4.42,13.25,1.91,66.13,48.06,123.0,0
21,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
22,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,0
23,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
24,90.03,183.8,51.29,57.15,31.22,1.14,11.62,42.51,216.0,0
25,56.23,140.03,15.35,39.9,26.69,0.89,11.47,51.77,130.0,0
26,36.02,60.343333333333334,5.48,8.93,58.58,2.04,2.02,4.63,74.66666666666667,0
27,52.11,95.92,29.84,17.65,52.94,0.82,9.1,9.83,102.0,0
28,161.22,297.14,9.95,10.85,6.28,0.0,100.81,53.85,352.0,0
29,85.45,170.55,15.02,62.38,57.58,3.83,5.53,63.0,259.0,0
30,29.23,87.56,3.09,18.26,7.53,0.82,7.44,43.07,91.0,0
31,48.76,139.29,22.89,27.79,13.46,0.0,6.47,14.1,112.0,0
32,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,0
33,129.67,103.49,18.62,22.42,10.33,1.39,7.62,49.16,219.0,0
34,12.96,37.21,7.66,12.0,8.13,0.17,6.44,33.41,64.0,0
35,34.5,119.93,24.73,9.92,9.57,1.28,26.23,55.16,112.0,0
36,54.87,116.66,12.13,22.06,20.4,0.67,11.19,48.3,156.0,0
37,54.57,135.53,22.31,115.84,36.339999999999996,22.31,129.06,51.69,502.0,0
38,124.45,121.40333333333335,96.21,97.63,23.856666666666666,96.21,56.28,53.72,1302.0,0
39,14.92,57.1,7.89,30.9,24.69,0.61,4.3,21.39,64.0,0
40,11.1,27.05,2.97,5.97,1.84,0.62,5.61,34.97,43.0,0
41,111.67,125.99,9.41,10.14,7.04,0.33,36.49,44.94,118.0,0
42,37.27,50.48,1.55,62.1,8.42,0.49,10.37,39.16,72.0,0
43,62.76,68.48333333333333,5.58,62.02,9.663333333333334,5.58,74.08,83.18,284.0,0
44,26.19,32.17,9.6,23.71,2.87,0.56,11.94,39.94,65.33333333333333,0
45,7.62,21.08,0.86,3.24,1.84,0.57,1.03,29.77,52.0,0
46,45.02,107.06,5.77,11.18,10.47,0.99,5.38,28.3,102.0,0
47,94.13,213.48,32.48,27.21,9.663333333333334,0.85,4.22,36.78,199.0,0
48,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
49,11.4,39.72,18.47,15.3,18.9,0.8,5.96,11.69,53.0,0
50,28.49,59.02,0.77,4.06,3.73,0.7,2.74,63.12,80.0,0
51,79.09,110.44666666666666,5.06,15.07,19.48,1.18,6.0,44.3,183.0,0
52,25.88,56.44,6.94,17.79,15.01,0.84,12.41,27.48,56.0,0
53,30.25,95.68,1.34,35.29,12.73,0.46,18.1,33.16,101.0,0
54,35.13,81.44,12.03,32.08,41.15,1.11,8.41,31.24,123.0,0
55,42.57,70.43333333333334,12.94,40.82,87.15,0.8,3.97,29.47,68.0,0
56,25.65,50.54333333333333,10.14,38.97,38.88,1.62,2.54,9.81,77.0,0
57,54.27,133.25,18.09,41.7,21.02,1.08,15.93,39.63,135.0,0
58,21.28,72.04,2.87,27.95,4.57,0.44,18.83,38.25,77.0,0
59,83.12,115.67,7.2,16.36,8.93,1.1,9.12,33.04,172.0,0
60,21.08,54.48,10.53,10.09,83.27,0.45,9.47,27.3,53.0,0
61,10.31,22.14,8.27,25.22,2.46,0.62,16.24,22.99,70.0,0
62,94.41,138.93666666666664,20.27,84.32,23.39,20.27,9.95,21.82,1044.0,0
63,33.96,82.03,4.67,23.75,13.04,0.98,6.62,37.76,78.0,0
64,22.37,50.46,17.34,10.67,12.09,0.64,6.33,22.14,59.0,0
65,102.93,23.13,22.84,2.32,27.213333333333335,1.38,6.78,15.77,240.0,0
66,68.48,81.97,17.96,51.22,24.77,1.25,5.66,40.78,110.0,0
67,22.36,24.17,0.7,60.94,9.716666666666667,0.57,6.39,41.17,79.0,0
68,39.27,36.28,0.52,2.34,1.69,0.84,1.29,23.88,58.0,0
69,33.03,29.64,1.37,12.01,20.92,0.41,2.37,24.33,112.0,0
70,122.16,116.64333333333333,32.03,21.5,25.89,2.61,10.78,23.67,203.0,0
71,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,0
72,83.56,155.25,11.2,21.75,42.17,2.7,7.5,14.36,143.0,0
73,16.74,29.7,6.36,3.19,3.41,1.3,3.11,79.84666666666665,69.0,0
74,61.29,61.546666666666674,5.43,10.22,8.42,0.42,5.12,29.77,92.0,0
75,62.42,178.25,30.03,34.95,8.94,0.0,3.59,22.36,158.0,0
76,6.99,21.41,4.03,9.52,8.14,0.37,4.65,18.87,32.0,0
77,67.97,125.41,25.14,32.42,40.31,1.23,17.77,64.12,167.0,0
78,78.86,152.23,15.73,52.39,17.39,1.0,8.96,25.49,151.0,0
79,14.37,23.25,4.52,5.7,3.78,0.57,8.89,1.21,43.0,0
80,68.96,53.97666666666667,3.79,24.86,8.883333333333333,0.96,5.28,34.76,104.0,0
81,164.68,28.203333333333333,2.07,18.17,18.94666666666667,1.23,14.15,26.96,346.0,0
82,144.24,279.06,78.09,28.4,26.96,2.06,32.51,29.23,329.0,0
83,16.91,45.9,26.45,11.69,7.21,1.29,13.11,24.56,81.0,0
84,11.28,28.12,2.79,11.06,2.63,0.86,6.3,30.24,54.0,0
85,162.48,271.89,73.25,59.73,8.25,1.0,9.53,32.67,329.0,0
86,65.1,52.11666666666667,7.81,16.1,196.84,3.66,4.28,13.33,241.0,0
87,188.69,147.79000000000002,16.41,7.78,10.056666666666667,1.74,4.39,69.65,323.0,0
88,894.75,86.13666666666667,4.46,48.76,3.8200000000000003,1.43,13.43,37.98,85.66666666666667,0
89,103.75,133.21333333333334,22.81,98.54,32.00333333333333,22.81,117.34,50.17,1034.0,0
90,216.53,330.27,64.5,57.27,65.81,1.94,18.74,72.82,377.0,0
91,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
92,18.36,85.58,74.5,4.24,13.23,2.04,39.14,73.53,114.0,0
93,275.71,1.3399999999999999,100.47,27.91,26.89,2.74,12.26,13.92,394.0,0
94,16.51,55.98,1.78,11.17,29.6,0.51,11.25,28.71,109.66666666666667,0
95,67.08,174.5,13.18,35.54,32.27,4.76,11.92,70.74,258.0,0
96,19.38,68.71,5.33,18.38,8.26,0.75,5.3,32.8,69.0,0
97,239.87,371.23,134.5,96.54,25.56,1.46,16.57,40.55,388.0,0
98,43.68,137.1,20.36,26.55,21.76,0.46,17.25,27.79,127.0,0
99,25.31,101.00666666666666,23.9,59.3,6.56,1.38,40.71,54.37,101.0,0
100,17.79,53.96,4.51,6.55,8.37,0.73,10.53,28.54,109.66666666666667,0
101,36.58,56.89,20.65,22.38,4.85,0.75,12.16,38.75,73.0,0
102,26.54,67.76666666666667,9.27,17.24,23.58,1.99,18.24,28.04,99.0,0
103,52.28,142.95666666666668,13.91,12.51,28.223333333333333,1.71,4.81,10.21,149.33333333333334,0
104,8.24,28.92,3.68,10.16,5.85,0.54,2.07,29.15,40.0,0
105,30.69,25.62,5.86,11.68,64.36,1.52,4.21,32.87,98.0,0
106,23.39,85.46,10.64,29.54,13.05,0.64,35.36,29.24,93.0,0
107,187.46,104.82000000000001,16.07,41.96,10.056666666666667,2.36,7.5,77.01,349.0,0
108,27.22,33.02,7.78,8.08,3.26,1.69,10.07,25.24,95.0,0
109,40.16,96.13,17.97,29.72,24.63,1.05,8.95,34.94,105.0,0
110,28.66,90.2,4.95,24.26,8.61,0.44,5.46,40.38,87.0,0
111,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
112,57.56,213.76,21.02,29.68,42.916666666666664,1.94,11.65,27.13,177.0,0
113,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
114,143.68,183.89,14.75,21.82,39.65,10.58,8.64,6.94,332.0,0
115,18.32,47.45,9.29,19.4,18.31,0.75,7.58,17.16,63.0,0
116,55.67,85.47666666666667,4.61,26.7,5.516666666666667,0.0,2.26,33.85,81.0,0
117,26.336666666666662,67.70666666666666,2.36,16.56,20.30666666666667,14.92,4.653333333333333,57.77,292.6666666666667,0
118,46.8,100.44,7.67,34.5,18.48,1.24,3.38,44.25,99.0,0
119,32.29,34.16,12.34,32.77,48.01,1.27,7.15,40.41,198.0,0
120,183.49,306.69,84.94,87.07,44.28,1.03,21.04,32.67,351.0,0
121,21.06,57.36,3.88,16.82,9.36,0.7,5.81,33.26,70.0,0
122,26.65,50.91,3.7,6.37,12.72,0.37,5.31,36.61,56.0,0
123,111.95,302.1,42.33,54.75,45.99,2.2,16.31,57.48,243.0,0
124,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
125,56.06333333333333,100.23,12.17,10.61,7.09,0.9,13.05,7.18,112.0,0
126,53.33,121.47,6.16,17.19,34.84,0.76,13.83,53.63,114.0,0
127,18.79,78.75,28.95,13.24,17.49,0.51,10.0,12.25,77.0,0
128,51.16,132.15,9.04,25.09,18.38,0.73,7.2,101.61,150.0,0
129,37.15,111.03666666666668,34.33,58.02,28.223333333333333,34.33,34.41,1.04,510.0,0
130,29.65,53.419999999999995,10.65,15.98,9.19,0.93,13.07,19.14,83.0,0
131,11.78,27.93,8.21,19.22,17.27,0.08,2.68,36.3,67.0,0
132,26.77,105.43,6.42,15.29,31.78,4.02,4.64,11.99,195.0,0
133,27.93,43.59,8.83,29.57,8.68,0.23,2.29,10.34,69.0,0
134,58.7,124.83,11.62,55.18,18.09,1.0,10.2,47.03,130.0,0
135,10.79,42.33,12.66,13.59,64.38,2.18,7.26,7.45,105.0,0
136,124.48,126.72666666666667,8.72,34.22,37.51,0.86,6.66,33.67,233.0,0
137,15.84,28.89,1.82,5.79,11.71,0.34,13.92,32.44,45.0,0
138,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
139,36.82,71.34,4.09,25.16,13.26,0.89,7.86,65.75,85.0,0
140,27.42,77.15,12.02,25.98,14.01,0.9,6.0,41.88,84.0,0
141,154.85,224.22,33.17,13.6,27.94,0.82,9.24,16.2,335.0,0
142,83.13,163.13,7.1,51.31,22.71,0.0,17.22,45.33,180.0,0
143,39.91,84.57,16.44,10.59,14.47,1.71,29.27,12.84,91.0,0
144,145.63,280.32,28.61,32.76,8.53,1.3,54.35,23.31,243.0,0
145,58.12,66.77666666666667,1.93,5.89,20.939999999999998,0.41,2.66,21.18,79.0,0
146,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
147,59.21,140.7,3.97,37.75,16.4,0.81,7.18,41.34,132.0,0
148,130.16,192.19,25.05,35.33,43.08,1.32,11.9,42.04,286.0,0
149,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
150,56.02,130.4,4.14,46.3,10.69,0.5,19.41,41.62,110.0,0
151,210.23,72.17666666666668,48.43,63.83,6.829999999999999,2.15,53.83,50.5,358.0,0
152,60.95,143.87,26.37,38.82,19.31,1.05,8.71,39.01,130.0,0
153,52.96,83.41000000000001,8.39,24.47,10.82,0.82,6.48,36.02,112.0,0
154,89.1,132.78333333333333,44.57,137.16,35.016666666666666,44.57,92.55,59.41,586.0,0
155,140.06,133.21333333333334,28.2,146.82,21.099999999999998,28.2,98.85,57.6,685.0,0
156,46.62,100.36666666666667,6.67,18.93,6.56,0.83,9.63,39.74,124.0,0
157,21.79,72.17666666666666,3.44,7.04,21.043333333333333,0.46,2.25,50.66,54.0,0
158,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,0
159,69.49,97.7,1.95,12.04,20.46,0.68,17.89,59.37,109.0,0
160,57.199999999999996,168.20000000000002,19.60666666666667,75.07,23.11,1.8266666666666664,6.96,13.52,87.66666666666667,0
161,64.02,66.46333333333334,51.44,40.04,26.326666666666664,51.44,6.21,13.73,566.0,0
162,16.43,72.12,10.75,16.38,30.55,1.22,11.99,28.73,80.0,0
163,45.31,36.223333333333336,32.87,23.52,28.82,0.0,66.44000000000001,24.44333333333333,65.0,0
164,15.93,66.29,12.65,23.5,8.24,0.34,33.14,12.63,76.0,0
165,277.67,437.21,145.02,127.18,81.99,1.49,34.7,43.22,491.0,0
166,35.61,76.09333333333332,29.06,7.42,6.56,0.81,3.43,51.44,119.0,0
167,99.27,237.48333333333335,5.38,33.34,3.78,1.34,36.39,64.34,168.0,0
168,75.49,324.06,39.08,20.516666666666666,10.49,3.06,9.87,8.68,236.0,0
169,35.75,45.836666666666666,9.17,15.92,59.52,1.57,11.11,18.56,68.33333333333333,0
170,45.47,89.73,5.2,20.62,20.330000000000002,5.2,18.8,30.45,145.0,0
171,180.27,150.42666666666668,22.84,18.53,10.056666666666667,1.91,6.23,60.42,347.0,0
172,40.38,77.63,10.12,16.77,8.73,0.7,10.55,1.79,93.0,0
173,41.84,83.19,5.52,23.14,13.61,0.94,8.07,50.82,100.0,0
174,15.74,30.03,2.45,11.52,23.06,1.88,1.9,12.39,99.0,0
175,20.86,69.05,13.17,23.91,14.74,0.74,6.73,16.31,62.0,0
176,24.44,47.76,5.13,3.5,3.42,1.44,3.61,12.81,77.0,0
177,44.56,76.97,22.31,17.48,12.49,0.67,26.68,43.77,76.0,0
178,28.79,80.01,40.48,8.7,8.86,1.61,35.14,3.06,100.0,0
179,28.45,54.74,8.77,14.36,7.8,0.67,5.36,26.45,50.0,0
180,89.0,107.20666666666666,38.8,119.82,24.876666666666665,38.8,131.99,42.9,850.0,0
181,72.69,95.26,1.79,17.55,6.73,1.54,5.81,17.45,108.0,0
182,85.96,146.45,8.34,56.54,17.34,1.69,4.73,63.27,160.0,0
183,27.78,85.53000000000002,5.25,9.08,9.456666666666667,0.21,3.83,33.91,78.0,0
184,89.06,74.06333333333333,15.43,16.34,28.223333333333333,1.21,3.44,10.75,168.0,0
185,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,0
186,38.7,80.46,31.73,41.05,6.56,1.6,46.54,52.84,106.0,0
187,135.82,25.62,4.57,15.12,10.603333333333333,2.58,5.49,50.04,315.0,0
188,58.27,87.74,61.79,63.2,50.91,0.0,66.34,24.483333333333334,109.0,0
189,123.15,126.72666666666667,34.17,45.12,32.95,1.1,8.18,35.39,270.0,0
190,61.57,131.82,5.4,77.61,14.11,1.23,3.64,20.29,126.0,0
191,59.46,101.88,10.8,19.58,8.57,12.21,167.19,22.09,109.33333333333333,0
192,39.4,51.67,9.59,3.67,28.45,0.86,10.11,1.17,58.0,0
193,23.09,20.223333333333333,9.79,16.96,30.73,0.82,10.53,22.14,74.0,0
194,15.27,26.79,2.55,21.39,8.28,0.44,6.5,27.49,58.0,0
195,44.18,99.96666666666665,11.72,23.45,98.59,0.95,8.16,20.1,94.0,0
196,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,0
197,33.44,53.71,10.32,19.56,123.21,0.94,6.16,16.92,78.0,0
198,26.49,67.74,9.12,31.34,8.42,1.29,11.08,47.01,71.0,0
199,36.77,89.98,15.7,35.59,7.68,0.83,4.85,15.33,99.0,0
200,48.63,48.876666666666665,3.79,26.22,10.299999999999999,1.12,5.53,22.87,67.33333333333333,0
201,22.27,34.39,5.93,12.56,6.28,0.51,10.73,1.98,47.0,0
202,18.39,43.73,3.62,15.41,13.02,0.36,9.21,16.87,48.0,0
203,311.08,498.38,140.59,117.07,74.39,2.54,29.99,175.04,501.0,0
204,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,0
205,64.42,179.31,14.32,30.68,49.08,0.81,8.14,57.03,170.0,0
206,134.32,215.78,24.85,44.73,23.2,1.26,10.77,28.58,283.0,0
207,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
208,66.42,56.26,4.14,24.89,10.15,0.94,6.51,37.33,95.0,0
209,30.33,50.39,2.8,8.2,3.15,1.16,5.57,8.34,82.0,0
210,67.72,131.39,50.98,26.49,2.26,1.44,21.77,15.38,129.0,0
211,10.99,95.52,2.95,15.97,24.16,1.14,1.07,3.35,97.0,0
212,74.82,196.76,23.26,46.75,44.85,1.74,11.85,59.48,174.0,0
213,82.79,139.3133333333333,32.14,79.69,6.05,32.14,59.98,60.48,661.0,0
214,77.34,168.66,3.71,48.67,51.11,1.04,18.97,79.06,225.0,0
215,60.36,64.06,6.84,13.17,71.5,0.82,3.5,28.09,86.0,0
216,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
217,51.92,81.87333333333333,8.23,11.45,25.24,1.11,3.54,25.78,117.0,0
218,75.08,89.94333333333334,2.87,6.07,20.099999999999998,1.34,2.88,42.03,112.0,0
219,62.39,116.84,14.39,14.9,10.613333333333335,14.39,60.87,24.18,520.0,0
220,67.63,122.27,38.18,89.77,21.67,0.79,11.87,36.75,114.0,0
221,41.4,96.36,14.05,41.56,25.48,0.96,12.73,57.44,109.0,0
222,30.19,72.17666666666668,12.14,18.47,11.63,0.8,3.36,43.61,65.0,0
223,61.25,130.3,14.68,15.41,5.38,0.0,65.74666666666667,27.31,99.0,0
224,78.71,153.74,11.23,50.49,11.089999999999998,0.74,3.8000000000000003,82.7,208.0,0
225,126.81,222.39,9.82,10.65,6.3,0.0,77.2,43.08,300.0,0
226,41.01,79.93,8.32,25.42,5.14,0.8,4.59,36.26,70.0,0
227,107.8,216.85,60.88,68.55,26.97,1.23,12.15,40.5,254.0,0
228,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
229,9.01,21.69,3.06,6.91,1.91,0.66,6.22,28.42,42.0,0
230,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
231,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,0
232,15.28,34.63,9.29,19.29,3.37,1.95,55.546666666666674,59.27,119.0,0
233,69.37,194.79,62.3,48.31,9.663333333333334,2.56,27.31,65.72,162.0,0
234,269.3,83.7,156.78,80.22,52.95,3.06,9.42,20.17,394.0,0
235,24.58,28.98,14.52,27.19,5.92,0.69,13.02,15.06,57.0,0
236,36.20333333333333,454.92,6.84,6.78,6.59,0.0,66.44000000000001,18.39,501.0,0
237,24.35,59.02,1.5,4.8,2.88,0.98,3.05,39.2,64.0,0
238,36.92,40.18666666666667,2.2,9.0,26.22,9.58,4.07,65.62,160.0,0
239,178.87,356.2,120.66,66.91,47.02,2.74,16.52,38.44,356.0,0
240,24.29,50.03,18.49,26.97,6.56,1.07,2.9,58.03,115.0,0
241,16.91,66.3,33.32,19.55,20.939999999999998,1.72,22.44,21.67,94.0,0
242,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,0
243,19.42,60.83,2.08,6.97,21.99,0.58,3.28,16.23,59.0,0
244,139.88,283.57,60.76,79.5,43.35,1.84,16.98,57.76,262.0,0
245,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,0
246,92.15,166.94,17.97,11.59,12.4,0.9,9.69,43.9,152.0,0
247,21.36,38.903333333333336,2.86,7.98,16.61,0.97,29.11,96.88,152.0,0
248,88.04,114.89333333333332,9.83,31.61,30.23,0.32,11.63,51.96,197.0,0
249,38.71,88.47,10.39,16.11,9.816666666666668,10.39,34.63,23.56,483.0,0
250,28.24,194.62,6.57,15.81,36.79,0.47,7.48,36.57666666666666,71.0,0
251,5.6,12.17,2.27,14.58,9.96,0.51,18.82,42.45,53.0,0
252,118.34,221.56,34.21,56.85,16.67,1.39,11.49,42.73,208.0,0
253,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,0
254,53.36,25.62,6.24,15.85,186.57,1.4,6.6,64.95,183.0,0
255,36.51,44.56,9.45,12.68,23.68,1.37,10.6,25.16,86.0,0
256,125.18,79.25,34.98,81.21,9.663333333333334,2.59,37.04,54.97,301.0,0
257,39.6,68.55,1.62,10.85,4.33,0.2,2.53,5.95,109.66666666666667,0
258,208.42,173.67666666666665,42.34,42.36,15.079999999999998,1.92,6.36,12.94,353.0,0
259,67.86,19.916666666666668,16.97,14.87,37.413333333333334,16.97,8.87,16.53,302.0,0
260,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
261,45.82,60.68,14.58,14.49,9.716666666666667,0.61,5.72,22.53,73.0,0
262,22.49,51.96,2.72,25.1,40.48,0.3,2.78,23.62,55.0,0
263,29.63,103.77,5.9,42.78,75.97,1.44,4.38,49.36,118.0,0
264,108.43,159.44,3.49,50.62,17.97,0.7,6.49,24.73,274.0,0
265,69.21,109.11333333333334,5.5,3.25,33.60333333333333,1.32,6.68,24.64,157.0,0
266,29.096666666666664,71.27,3.78,10.64,15.270000000000001,12.66,17.68,58.79,199.66666666666666,0
267,26.0,45.3,2.9,7.34,2.51,0.94,5.42,36.45,62.0,0
268,40.94,150.34,11.3,16.96,6.18,0.0,7.43,49.88,126.0,0
269,21.473333333333333,55.17333333333334,4.8566666666666665,10.506666666666668,11.526666666666666,0.6533333333333333,8.110000000000001,27.55666666666666,56.0,0
270,56.31,172.7,8.75,28.75,16.17,0.15,14.29,41.88,148.0,0
271,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
272,39.21,122.7,2.55,30.34,16.44,0.8,5.46,23.83,116.0,0
273,38.28,139.66,10.67,14.01,6.68,1.91,26.15,3.63,134.0,0
274,123.44,354.35,82.72,131.55,60.86,1.08,24.75,45.77,324.0,0
275,76.18,98.65000000000002,3.79,17.75,55.49,2.04,10.84,32.23,157.0,0
276,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
277,107.18,44.06666666666666,8.45,27.98,11.089999999999998,1.77,5.73,93.6,215.0,0
278,21.25,31.3,0.8,2.44,2.5,0.21,4.43,15.74,62.0,0
279,21.76,44.67,3.85,8.27,11.28,0.36,5.5,48.86,73.0,0
280,25.5,68.99,2.98,7.82,2.57,0.88,6.73,38.85,68.0,0
281,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,0
282,27.56,61.73,33.82,36.82,15.16,0.0,2.83,5.6,83.0,0
283,83.66,228.61,20.35,45.88,45.4,1.08,12.65,55.77,231.0,0
284,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,0
285,124.44,198.64000000000001,42.25,147.48,32.00333333333333,42.25,119.98,51.56,1001.0,0
286,291.71,464.27,124.82,133.98,73.93,1.61,29.45,42.27,471.0,0
287,132.89,121.33666666666666,11.4,43.3,9.663333333333334,1.35,42.83,85.98,311.0,0
288,18.54,44.9,6.3,21.39,13.29,0.71,4.33,32.56,65.0,0
289,18.95,38.45,4.01,7.8,5.04,2.48,12.34,10.2,108.0,0
290,36.26,58.32333333333333,8.34,18.66,19.04,3.17,4.13,22.59,257.0,0
291,272.75,162.6966666666667,45.79,62.96,48.72,1.03,15.52,29.14,413.0,0
292,114.95,221.88,33.15,81.62,64.72,0.86,13.3,41.71,286.0,0
293,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,0
294,49.7,178.47,32.77,39.41,21.52,2.12,9.59,54.62,178.0,0
295,47.75,103.97,14.2,31.9,28.93,1.16,10.23,59.92,107.0,0
296,59.59,54.04666666666666,7.78,14.72,52.64,1.89,13.92,36.19,169.0,0
297,190.46,342.59,64.72,51.84,59.13,1.88,20.73,67.97,319.0,0
298,85.38,156.8,46.41,42.5,24.55,1.43,13.89,27.12,195.0,0
299,120.86,200.9,33.12,45.28,36.46,1.2,10.32,29.69,254.0,0
300,59.42,64.55,4.38,22.56,23.67,0.93,5.71,26.32,237.0,0
301,151.61,57.45666666666667,11.23,15.07,23.436666666666667,1.53,6.36,17.53,314.0,0
302,54.21,110.82,73.43,72.44,129.46,1.29,67.26,29.01,120.0,0
303,11.05,32.12,6.25,12.99,7.98,2.94,12.89,18.96,58.333333333333336,0
