,PM2.5,PM10,NO,NO2,NH3,CO,SO2,O3,AQI,kfold
6410,86.48,181.81,8.53,9.3,6.37,0.6033333333333334,24.19,27.42,187.0,1
6411,69.75,128.01,17.47,48.03,18.87,0.88,10.86,29.62,131.0,1
6412,24.04,131.16,11.06,18.5,10.68,0.75,4.89,1.31,142.0,1
6413,37.4,42.97,6.81,6.55,3.29,1.71,10.09,37.95,91.0,1
6414,43.82,97.19,1.45,16.01,22.52,0.67,17.62,27.62,107.0,1
6415,10.34,38.26,4.57,8.136666666666668,18.35,2.1,2.72,33.07333333333333,81.0,1
6416,16.56,25.76,18.57,13.16,10.78,0.4,7.07,22.14,85.66666666666667,1
6417,34.68,91.62,3.27,28.48,12.87,0.64,6.41,46.07,84.0,1
6418,23.13,35.95,8.9,10.74,33.84,1.1,7.92,69.8,108.0,1
6419,13.66,41.84,3.15,8.46,2.29,0.62,5.71,25.78,44.0,1
6420,11.81,24.7,4.05,12.3,12.34,0.34,6.26,41.06,56.0,1
6421,59.6,124.4,4.22,33.96,10.85,0.78,6.52,91.09,122.0,1
6422,7.97,42.51,39.23,9.58,8.22,1.28,18.27,1.36,85.66666666666667,1
6423,68.03,111.45,21.88,68.69,14.33,1.54,18.4,67.78,137.0,1
6424,117.86,1.4266666666666667,36.27,51.29,9.353333333333333,0.29,7.22,13.06,83.66666666666667,1
6425,174.45,263.58,87.11,22.51,6.829999999999999,0.62,21.96,11.67,339.0,1
6426,56.23,75.83999999999999,6.25,17.24,142.42,0.62,3.2,37.1,125.0,1
6427,7.0,36.83,3.17,7.14,1.98,0.72,5.98,29.37,46.0,1
6428,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6429,71.57,137.48,5.01,39.99,25.61,0.09,16.82,80.3,136.0,1
6430,57.48,53.97666666666667,7.05,24.46,29.35,0.73,3.82,21.74,103.0,1
6431,138.63,123.93,5.65,25.47,10.396666666666667,5.65,87.43,29.77,314.0,1
6432,43.4,142.24,13.25,8.81,11.07,0.82,5.98,34.02,144.0,1
6433,43.82,80.11999999999999,10.33,23.53,22.44333333333333,2.09,8.84,29.6,103.0,1
6434,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6435,39.05,116.74,10.27,31.52,21.24,0.63,11.82,58.17,101.0,1
6436,22.66,42.4,6.04,16.78,33.0,0.64,8.7,48.65,74.0,1
6437,12.07,46.77,14.4,12.67,9.16,0.57,12.02,9.24,54.0,1
6438,72.32,142.66,10.58,21.7,14.88,0.0,6.87,76.32,182.0,1
6439,70.46,368.1766666666667,34.66,13.51,7.7,3.01,4.43,7.8,297.6666666666667,1
6440,24.18,48.41,39.74,25.77,1.78,0.85,4.87,13.52,63.0,1
6441,21.36,34.42,1.05,5.43,3.13,0.4,15.97,22.36,36.0,1
6442,7.17,99.79333333333334,14.73,18.323333333333334,20.36,2.28,62.11666666666667,19.98,97.0,1
6443,27.19,50.73,10.36,32.12,31.58,0.9,9.82,26.84,65.0,1
6444,161.14,44.06666666666666,4.75,26.25,10.15,1.37,5.26,59.13,327.0,1
6445,36.15,54.07333333333333,11.83,22.47,25.19,0.97,5.81,55.15,71.0,1
6446,160.71,273.52,58.98,15.16,26.89,1.98,12.14,15.98,339.0,1
6447,39.48,63.61666666666667,14.85,13.03,12.273333333333333,1.46,2.01,14.84,128.0,1
6448,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,1
6449,30.91,41.09,11.92,11.82,25.32,1.37,16.35,32.98,85.66666666666667,1
6450,18.4,49.43,4.29,13.66,13.37,0.38,5.51,48.0,66.0,1
6451,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,1
6452,40.88,97.71,3.8,30.3,13.54,0.42,7.14,23.53,81.0,1
6453,43.08,85.70333333333333,8.56,25.72,8.42,0.46,4.36,22.25,104.0,1
6454,18.41,32.41,14.48,36.97,15.53,0.52,2.6,13.15,55.0,1
6455,32.38,121.24000000000001,19.67,62.68,6.56,0.95,54.19,66.19,85.0,1
6456,18.79,35.03,125.92333333333333,7.44,10.783333333333333,1.16,20.83,58.76,83.0,1
6457,27.31,43.64,54.34,31.36,19.33,1.72,21.5,1.07,93.0,1
6458,10.07,31.03,11.08,15.823333333333332,38.21,1.78,3.04,33.07333333333333,83.0,1
6459,58.29,39.17,21.61,11.55,7.67,0.0,2.99,23.02,39.0,1
6460,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6461,24.17,40.97,1.75,14.6,4.49,1.82,10.06,24.33,105.0,1
6462,43.25,133.41,8.31,35.51,6.01,0.94,10.1,17.23,126.0,1
6463,15.14,20.84,3.05,13.48,16.57,0.71,5.3,42.61,62.0,1
6464,36.56,128.58,3.02,24.85,10.01,1.02,4.2,44.8,84.0,1
6465,17.05,39.07,4.9,20.03,20.71,0.08,5.5,33.48,69.0,1
6466,39.54,117.65,12.21,51.29,1.9,1.06,18.0,29.81,106.0,1
6467,34.87,42.5,9.64,18.75,71.97,0.9,12.04,10.38,70.0,1
6468,30.4,57.77,9.61,32.51,26.54,0.74,3.68,43.16,65.0,1
6469,26.33,28.06,0.51,54.02,10.713333333333333,0.55,7.29,39.22,127.66666666666667,1
6470,25.26,46.73,7.27,7.82,4.87,0.85,5.9,38.14,68.0,1
6471,71.04,179.51,8.39,24.45,16.23,0.9,12.89,53.89,150.0,1
6472,67.69,145.96,7.06,56.72,10.92,0.67,20.32,40.48,139.0,1
6473,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,1
6474,14.44,38.88,1.36,4.26,6.81,0.0,66.44000000000001,31.0,43.0,1
6475,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,1
6476,38.64,84.51,7.69,16.69,8.96,3.89,7.21,13.41,125.0,1
6477,89.6,152.19,6.59,19.84,9.979999999999999,6.59,48.05,44.78,223.0,1
6478,158.7,28.203333333333333,5.52,17.98,6.829999999999999,0.7,12.52,84.47,344.0,1
6479,35.64,136.51,9.51,46.06,12.77,0.63,19.68,26.85,105.0,1
6480,61.12,99.63,3.58,16.81,19.7,3.58,28.44,30.48,137.0,1
6481,19.46,43.68,3.04,6.65,3.19,0.81,7.35,42.2,62.0,1
6482,34.050000000000004,72.07666666666667,4.6,24.99,27.706666666666667,0.42,4.03,47.29,97.33333333333333,1
6483,100.47,217.53,47.92,292.02,26.326666666666664,47.92,25.56,34.64,733.0,0
6484,35.16,65.94,5.75,10.89,6.323333333333333,5.75,14.7,3.67,158.0,1
6485,55.47,103.58,23.55,56.26,14.51,1.31,6.47,55.26,108.0,1
6486,53.01,89.9,9.11,33.06,11.6,0.54,4.91,49.86,80.0,1
6487,216.4,361.77,32.57,43.74,9.153333333333334,1.35,14.56,32.35,369.0,1
6488,36.13,76.32,8.49,21.37,23.84,0.66,14.2,48.34,89.0,1
6489,47.98,125.65,2.34,40.73,11.01,0.89,6.59,19.82,106.0,1
6490,66.79,143.42,15.13,63.82,13.84,0.94,22.51,31.99,132.0,1
6491,125.22666666666667,110.78666666666668,10.02,12.29,63.64,5.33,8.15,47.22,196.33333333333334,1
6492,39.21,66.92,7.69,16.37,20.296666666666667,1.34,3.91,29.09,79.0,1
6493,64.16,97.92666666666668,7.95,27.25,15.34,1.09,7.64,30.11,151.0,1
6494,81.11,107.04333333333334,21.94,26.47,18.926666666666666,1.59,2.46,19.68,182.0,1
6495,49.79333333333333,116.82666666666667,14.683333333333332,37.156666666666666,11.43,0.0,6.466666666666666,34.14333333333333,85.66666666666667,1
6496,22.6,48.5,33.18,19.66,16.54,0.71,9.54,16.46,79.0,1
6497,18.36,36.72,0.83,19.34,10.91,1.48,32.82,12.81,80.0,1
6498,11.21,43.37,16.13,14.63,18.52333333333333,1.2,12.42,27.19,66.0,1
6499,90.92666666666666,111.89999999999999,8.1,20.97,13.57,13.01,7.84,43.46,197.0,1
6500,69.62,141.49,25.8,46.88,18.21,1.32,7.02,49.42,167.0,1
6501,14.54,36.56,7.11,14.183333333333332,26.9,1.97,2.84,33.07333333333333,100.0,1
6502,21.03,53.23,44.8,0.69,8.66,1.39,12.1,0.81,85.0,1
6503,26.86,25.62,4.92,14.36,24.593333333333334,1.72,3.63,16.5,75.0,1
6504,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6505,64.36,125.75,4.45,42.33,9.96,0.54,10.52,36.77,114.0,1
6506,19.73,20.853333333333335,2.26,6.1,27.48,1.4,4.66,57.7,62.0,1
6507,35.23,55.43,11.59,30.0,10.54,1.01,9.89,46.81,89.0,1
6508,31.57,56.93666666666667,6.37,23.99,21.76,0.52,11.01,26.34,82.0,1
6509,97.31,284.54,50.0,41.7,23.02,1.36,14.94,71.5,368.0,1
6510,63.36,152.3,16.46,45.04,11.089999999999998,1.15,57.38333333333333,74.93,190.0,1
6511,46.15,108.89,6.44,27.97,15.19,0.8,8.64,67.73,105.0,1
6512,169.86,290.85,127.55,103.89,25.08,1.67,20.74,24.65,337.0,1
6513,16.54,76.05,27.84,16.35,23.91333333333333,1.8,19.29,16.35,92.0,1
6514,84.47,289.18,8.45,22.78,27.53,0.68,6.18,44.56,384.0,1
6515,143.97,66.26,8.65,38.64,11.696666666666667,2.4,6.33,97.46,272.0,1
6516,39.68,111.56,7.37,47.26,22.76,0.67,6.18,27.62,117.0,1
6517,30.34,71.62,8.09,15.32,13.56,3.35,13.32,30.1,117.0,1
6518,70.39,163.42,44.04,55.52,20.773333333333337,44.04,69.83,59.5,625.0,1
6519,49.79333333333333,116.82666666666667,14.683333333333332,37.156666666666666,0.23,0.0,6.466666666666666,34.14333333333333,85.66666666666667,1
6520,16.58,35.71,13.46,9.16,10.68,0.29,6.64,18.05,45.0,1
6521,51.25,134.30666666666667,13.646666666666667,28.843333333333334,14.623333333333335,1.53,4.176666666666667,20.786666666666665,115.33333333333333,1
6522,15.53,54.14,10.17,27.48,10.69,0.48,10.19,14.2,66.0,1
6523,13.25,29.58,0.72,3.99,1.71,0.7,1.33,31.47,55.0,1
6524,13.44,28.23,0.81,3.25,1.72,0.75,1.79,36.08,62.0,1
6525,58.39,82.96,9.66,23.93,11.5,0.95,5.11,52.61,108.0,1
6526,128.79,79.25,99.32,80.58,11.089999999999998,2.87,4.91,51.18,236.0,1
6527,43.35,75.89,5.31,7.9,4.17,0.63,4.03,49.35,86.0,1
6528,212.41,345.63,24.77,44.71,148.51,9.3,5.17,40.08,375.0,1
6529,94.58,17.343333333333334,16.67,23.0,22.849999999999998,1.11,7.06,20.75,222.0,1
6530,95.29,216.9,65.98,50.6,25.75,1.19,8.18,23.25,214.0,1
6531,45.02,174.24,10.83,16.07,6.24,0.0,4.7,43.26,113.0,1
6532,159.43,252.16,79.2,103.2,25.95,0.89,15.71,26.33,346.0,1
6533,86.9,74.25,7.54,76.2,9.663333333333334,7.54,105.41,72.02,250.0,1
6534,41.64,66.92,8.65,17.35,29.6,1.09,4.83,29.74,75.0,1
6535,56.383333333333326,126.25333333333333,4.71,23.68,11.14,0.76,4.82,45.16,110.66666666666667,1
6536,36.1,72.34,20.44,29.89,24.57,0.6,8.44,21.39,90.0,1
6537,123.52,261.52,31.34,28.24,89.8,2.56,9.27,6.94,255.0,1
6538,153.67,1.3399999999999999,40.56,26.29,13.51,1.79,11.9,13.23,345.0,1
6539,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,1
6540,16.06,28.71666666666667,8.86,16.65,40.1,0.67,3.02,23.23,52.0,1
6541,46.35,140.75,9.25,69.51,10.606666666666667,9.25,62.8,69.79,318.0,1
6542,44.73,119.04,7.25,7.05,6.64,0.47,43.34,5.66,111.0,1
6543,13.03,27.27,13.91,15.33,29.75,0.57,8.6,31.21,82.0,1
6544,27.59,23.01,8.99,11.47,65.15,0.76,7.0,21.31,57.0,1
6545,35.18,105.31,4.73,9.73,5.14,0.79,9.85,22.84,108.0,1
6546,191.18,354.49,63.19,22.54,4.173333333333334,0.59,12.94,13.02,369.0,1
6547,63.36,113.04,3.29,34.16,9.51,0.74,8.34,82.55,125.0,1
6548,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6549,23.76,32.93,0.97,2.71,2.76,0.21,10.7,5.94,33.0,1
6550,52.66,87.90333333333335,6.39,16.81,3.78,1.25,55.2,97.86,144.0,1
6551,80.76,82.67666666666666,5.57,16.2,9.25,0.0,5.18,49.91,137.0,1
6552,36.74,46.3,9.75,9.77,11.99,0.57,7.53,8.63,58.0,1
6553,21.36,42.33,13.18,32.24,24.02,0.66,5.07,10.53,126.0,1
6554,86.62,152.15,9.06,32.55,19.16,1.05,4.88,46.95,140.0,1
6555,17.14,37.07333333333333,7.37,27.34,32.02,1.72,2.61,8.84,54.0,1
6556,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6557,129.9,270.87,42.42,52.55,37.02,1.72,15.17,52.25,331.0,1
6558,102.8,62.553333333333335,3.95,6.98,8.42,0.41,3.1,55.49,79.33333333333333,1
6559,44.41,58.776666666666664,6.61,13.03,9.593333333333334,1.27,2.95,52.03,96.0,1
6560,91.6,242.14,47.05,64.99,33.66,0.76,26.91,30.68,201.0,1
6561,61.23,122.16000000000001,13.696666666666667,17.923333333333332,33.836666666666666,2.12,7.756666666666667,23.296666666666667,153.0,1
6562,56.22,62.38,74.5,3.72,11.46,1.93,17.62,38.54,79.33333333333333,1
6563,37.71,30.163333333333338,9.9,12.52,24.42,1.72,9.32,23.29,107.0,1
6564,66.72,90.60333333333334,12.08,16.79,12.76,5.14,4.31,22.29,208.0,1
6565,34.52,50.54,8.91,22.22,11.28,0.82,10.6,50.65,83.0,1
6566,114.08,26.843333333333334,6.03,12.53,9.663333333333334,0.2,7.4,52.28,298.0,1
6567,52.31666666666666,104.31,2.32,12.27,6.673333333333333,13.34,169.48,20.6,103.0,1
6568,95.4,202.82,56.12,64.47,44.81,1.34,5.87,57.94,208.0,1
6569,73.88,97.81,8.81,47.12,3.78,0.85,45.56,93.64,143.0,1
6570,101.99,282.31,10.25,8.1,5.85,2.3,42.04,12.29,199.0,1
6571,72.96,165.0,8.13,29.67,17.65,0.88,10.93,86.51,158.0,1
6572,133.3,209.32000000000002,6.52,20.0,9.979999999999999,6.52,51.58,59.03,339.0,1
6573,33.02,57.44,4.54,18.46,27.45,0.69,9.17,51.68,71.0,1
6574,141.32,44.06666666666666,12.37,27.7,14.926666666666668,1.37,5.83,51.56,335.0,1
6575,26.39,85.85,2.43,11.61,18.78,0.47,11.08,81.91,121.0,1
6576,103.08,297.94,18.52,61.77,49.53,1.44,26.13,91.18,309.0,1
6577,24.12,66.96,7.41,7.09,6.61,0.28,20.74,4.84,77.0,1
6578,29.94,57.02,10.27,24.17,12.42,1.56,9.48,29.93,97.0,1
6579,40.623333333333335,133.13666666666666,6.7,14.106666666666667,6.72,0.4366666666666667,61.89666666666667,32.60333333333333,231.33333333333334,1
6580,30.77,74.26,3.75,29.56,13.61,0.58,4.31,26.68,85.0,1
6581,30.71,54.77,7.37,19.88,22.73,0.67,11.59,28.89,69.0,1
6582,174.4,292.44,56.93,56.48,39.99,1.61,14.83,31.92,328.0,1
6583,60.29,0.28,175.51,15.81,25.46,2.74,24.99,9.43,148.0,1
6584,17.43,68.76,9.54,37.75,23.79,0.37,3.49,21.87,50.0,1
6585,54.84,126.53,3.32,33.09,11.44,0.72,5.12,69.7,114.0,1
6586,16.41,73.67,17.35,11.36,12.0,0.81,10.72,72.86,92.0,1
6587,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,1
6588,54.69,134.36,12.37,30.94,36.54,0.91,12.74,40.63,142.0,1
6589,50.75666666666667,44.303333333333335,3.82,28.31,6.72,0.0,4.506666666666667,20.216666666666665,144.0,1
6590,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6591,51.72,98.17666666666666,1.89,21.15,10.520000000000001,1.89,37.31,66.58,188.0,1
6592,35.5,98.4,1.74,19.29,6.98,0.59,17.83,49.82,106.0,1
6593,40.99,126.74,15.39,27.96,6.56,0.56,3.86,12.39,116.66666666666667,1
6594,63.6,98.19333333333333,10.34,26.3,27.99,1.38,4.58,35.36,142.0,1
6595,22.75,22.58,8.7,4.24,22.900000000000002,0.61,7.86,16.51,342.0,1
6596,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6597,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6598,36.33,97.67,21.17,26.54,18.73,0.7,6.28,30.25,100.0,1
6599,64.98,105.72,18.88,11.35,62.38,0.82,4.65,32.82,199.0,1
6600,28.57,81.65,10.62,19.4,12.2,0.75,11.17,25.5,100.0,1
6601,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,1
6602,28.85,99.38,3.71,8.8,13.17,0.61,10.29,55.03,100.0,1
6603,166.91,83.7,54.32,73.59,5.77,1.74,13.29,21.36,356.0,1
6604,87.16,123.32,34.06,11.31,45.3,1.5,13.48,5.18,111.0,1
6605,35.26,129.8,12.05,8.15,6.036666666666666,2.56,9.39,39.11,129.33333333333334,1
6606,129.1,325.78,66.7,69.98,31.42,0.83,17.2,34.28,287.0,1
6607,217.7,363.77,104.83,91.65,44.56,3.0,19.85,48.43,375.0,1
6608,105.12,56.38666666666666,23.8,17.08,9.663333333333334,0.54,0.96,12.98,271.0,1
6609,166.81,249.36,70.99,46.58,6.829999999999999,0.37,16.54,26.76,327.0,1
6610,36.84,91.15,17.18,24.98,38.58,0.89,9.85,34.11,102.0,1
6611,31.66,72.17666666666668,1.65,2.48,21.403333333333332,0.43,2.1,32.96333333333333,70.0,1
6612,7.89,34.52,1.76,11.09,7.17,0.54,16.74,18.72,39.0,1
6613,93.22,143.45,27.83,15.64,44.76,3.2,14.62,5.2,199.0,1
6614,66.02666666666666,112.11,16.64,10.41,15.590000000000002,1.14,11.81,9.84,98.0,1
6615,77.76,115.44666666666667,25.81,78.94,20.933333333333334,25.81,110.69,79.46,306.0,1
6616,96.72,332.91,20.53,34.52,34.24,3.24,10.14,98.09,357.0,1
6617,55.08,147.26,30.58,43.63,15.2,0.99,6.55,21.65,110.0,1
6618,94.1,194.29666666666665,22.14,36.53,13.156666666666666,22.14,61.31,46.77,720.0,0
6619,65.55666666666667,205.38,7.71,9.77,3.78,0.3,42.19,19.6,139.0,1
6620,11.52,14.79,6.63,7.54,2.76,1.65,10.06,30.15,90.0,1
6621,43.92,99.84,6.43,25.9,31.5,0.82,14.36,38.98,118.0,1
6622,25.13,36.196666666666665,6.33,10.09,8.68,0.23,10.15,17.7,77.0,1
6623,44.87,25.62,5.06,12.75,98.22,0.74,3.33,31.84,63.0,1
6624,51.84,109.52,14.08,5.48,6.49,0.62,11.54,18.3,110.0,1
6625,249.87,353.94,37.13,50.24,62.14,1.71,8.52,23.62,441.0,1
6626,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,1
6627,70.49,118.77,0.03,12.24,6.96,2.78,4.29,6.41,155.0,1
6628,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6629,29.31,89.31,3.63,4.14,26.85,0.38,17.55,62.14,97.0,1
6630,115.69,209.26,30.02,26.74,106.47,0.82,8.53,26.83,296.0,1
6631,70.86,186.97,7.21,52.02,57.83,1.07,12.82,77.8,246.0,1
6632,30.85,89.47,2.88,21.31,18.8,0.6,7.58,19.6,84.0,1
6633,51.87,86.44,9.2,4.55,1.43,1.11,29.07,36.42,83.0,1
6634,53.56,115.21,4.15,32.79,70.16,0.99,3.89,56.31,99.0,1
6635,26.67,276.75,15.37,12.62,7.38,0.18,42.02,3.82,85.66666666666667,1
6636,33.17,108.22,5.58,42.45,13.7,0.73,13.65,34.85,95.0,1
6637,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,1
6638,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6639,183.68,184.65,5.96,31.54,6.829999999999999,0.63,37.23,58.54,346.0,1
6640,81.22,110.9,4.52,11.75,8.6,1.01,9.53,39.42,172.0,1
6641,62.7,77.52333333333333,13.71,23.85,242.56,0.24,13.33,24.92,109.0,1
6642,14.65,45.27,15.14,11.12,13.633333333333333,0.72,9.57,13.83,54.0,1
6643,22.47,25.493333333333336,6.9,10.95,37.31,1.78,5.6,12.62,93.0,1
6644,42.11666666666667,90.25,10.08,11.35,6.89,0.32,69.09,16.14,109.0,1
6645,37.57,86.36333333333334,7.76,12.53,6.56,1.37,51.84,79.81,102.0,1
6646,14.61,70.21,6.43,24.16,15.11,0.73,3.97,15.67,78.0,1
6647,58.0,99.34,0.85,2.35,2.45,0.35,8.86,9.67,118.0,1
6648,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,1
6649,62.38,109.07,8.67,34.51,14.8,0.63,5.24,32.49,130.0,1
6650,17.35,60.38999999999999,2.51,20.01,10.473333333333333,3.29,4.92,24.59,73.0,1
6651,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,1
6652,73.03,140.13,7.3,50.4,17.23,0.78,8.17,40.43,148.0,1
6653,39.78,171.73,23.1,15.08,5.6,0.0,7.19,46.14,154.0,1
6654,73.19,127.1,13.43,69.17,21.66,0.92,25.43,22.5,119.0,1
6655,33.66,36.36666666666667,5.01,9.45,8.68,0.4,6.2,13.16,79.0,1
6656,31.4,63.4,14.13,40.55,2.15,0.99,17.58,24.01,109.66666666666667,1
6657,11.98,35.51,9.57,42.12,9.0,0.03,6.74,22.95,47.0,1
6658,26.44,48.17,2.34,19.64,9.98,0.46,4.77,25.89,60.0,1
6659,55.22,105.92,24.08,11.64,8.79,2.6,43.76,93.32,175.0,1
6660,32.54,47.25333333333333,13.21,7.14,21.526666666666667,0.79,9.07,17.01,98.0,1
6661,76.44,285.73,17.66,40.9,25.63,1.06,20.02,54.0,269.0,1
6662,229.8,1.3399999999999999,37.9,18.89,6.829999999999999,2.55,1.49,4.34,429.0,1
6663,120.82,85.31666666666668,9.77,29.76,13.383333333333333,2.34,7.46,65.19,325.0,1
6664,36.8,75.96,0.97,17.39,4.06,0.51,14.55,48.97,74.0,1
6665,16.17,40.55,25.09,16.17,11.62,0.71,2.76,18.5,56.0,1
6666,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6667,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6668,117.61,218.87,0.44,21.55,2.39,1.46,2.5,21.65,277.0,1
6669,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6670,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,1
6671,17.52,61.23,41.22,22.69,8.42,1.45,20.7,35.33,89.0,1
6672,182.59,115.55,26.06,18.2,7.566666666666666,26.06,23.81,41.0,457.0,1
6673,69.3,110.88,17.73,38.45,22.41,1.29,6.55,42.01,159.0,1
6674,105.21,178.86,4.21,35.04,9.663333333333334,0.71,21.78,47.76,234.0,1
6675,120.12,116.64333333333333,124.7,114.26,26.89,1.83,2.23,14.83,309.0,1
6676,28.19,29.07,0.72,65.41,8.68,0.61,7.13,38.04,65.33333333333333,1
6677,91.75,72.17666666666668,8.27,18.12,8.67,0.0,3.88,43.21,183.0,1
6678,88.87,172.43,7.93,49.62,18.02,1.22,33.53,93.56,204.0,1
6679,98.72,53.87,42.19,27.44,22.873333333333335,1.63,4.49,10.97,214.0,1
6680,42.08,92.06,11.21,20.43,14.54,0.55,10.97,29.6,151.0,1
6681,24.96,111.68,7.86,26.74,24.78,0.77,5.48,24.66,69.0,1
6682,34.72,80.67,26.15,148.91,22.27333333333333,26.15,32.86,50.85,451.0,1
6683,32.15,55.12,2.42,5.32,11.156666666666666,0.39,2.0,14.8,195.0,1
6684,129.5,394.06,9.77,5.05,6.13,3.31,60.60333333333333,8.79,322.0,1
6685,82.49,123.0,30.47,80.4,18.096666666666668,30.47,61.13,48.85,578.0,1
6686,28.876666666666665,155.52,8.61,10.51,6.92,0.36,82.01,31.51,85.66666666666667,1
6687,31.92,43.82,18.41,9.94,38.98,0.61,7.9,10.9,48.0,1
6688,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,1
6689,52.29,61.22,7.67,7.37,6.64,1.72,5.6,43.04,112.0,1
6690,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,1
6691,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6692,42.66,47.83,7.93,40.22,25.45,0.41,6.57,10.01,57.0,1
6693,64.43333333333332,71.25,68.83,32.78,19.46,0.0,27.38,29.62,85.66666666666667,1
6694,61.98666666666666,171.63666666666668,12.91,14.68,6.316666666666666,0.3,3.4,18.77,155.33333333333334,1
6695,72.23,183.25,7.73,41.66,15.61,1.21,38.88,44.59,85.66666666666667,1
6696,59.27,83.82,1.91,13.2,4.17,1.25,6.18,7.73,99.0,1
6697,33.41,49.43000000000001,7.09,13.74,2.79,0.92,6.04,37.94,81.0,1
6698,35.81,89.47,12.15,30.05,34.35,0.99,10.9,27.22,96.0,1
6699,121.68,245.2,18.94,46.51,35.08,1.44,14.95,49.68,300.0,1
6700,16.28,43.96,44.97,14.32,10.29,0.72,12.93,12.16,68.0,1
6701,71.69,196.66,17.05,41.27,12.65,2.11,11.15,68.29,194.0,1
6702,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,1
6703,50.19,123.42,14.97,40.42,22.94,1.01,7.67,30.95,101.0,1
6704,52.88,118.54,6.74,48.93,23.72,0.84,12.88,46.88,113.0,1
6705,62.96,124.01,19.88,60.35,25.86,0.0,19.96,56.94,129.0,1
